Development,Address,City/State/ZIP,Interruption,Planned,Report Date,Report Time,Restoration Time,Buildings,Units,Residents
PELHAM PARKWAY - Building 19,2250 WALLACE AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/18/25,09:00 AM,03/18/25 03:39 PM,1,30,65
PELHAM PARKWAY - Building 18,840 ASTOR AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/18/25,09:00 AM,03/18/25 03:33 PM,1,60,123
PELHAM PARKWAY - Building 17,810 ASTOR AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/17/25,09:00 AM,03/17/25 02:35 PM,1,60,105
PELHAM PARKWAY - Building 16,780 ASTOR AVENUE,"BRONX, NY 10467",Hot Water,Planned,03/17/25,09:00 AM,03/17/25 02:31 PM,1,60,103
PELHAM PARKWAY - Building 14,2324 PAULDING AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/14/25,09:00 AM,03/14/25 03:39 PM,1,48,72
PELHAM PARKWAY - Building 15,2325 WILLIAMSBRIDGE ROAD,"BRONX, NY 10469",Hot Water,Planned,03/14/25,09:00 AM,03/14/25 02:40 PM,1,48,59
PELHAM PARKWAY - Building 12,2354 PAULDING AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/13/25,09:00 AM,03/13/25 03:29 PM,1,48,59
PELHAM PARKWAY - Building 13,2355 WILLIAMSBRIDGE ROAD,"BRONX, NY 10469",Hot Water,Planned,03/13/25,09:00 AM,03/13/25 03:11 PM,1,48,62
PELHAM PARKWAY,Sectional,,Hot Water,Planned,03/12/25,09:00 AM,03/12/25 06:11 PM,,,
PELHAM PARKWAY,Sectional,,Heat,Planned,03/12/25,09:00 AM,03/12/25 06:10 PM,,,
PELHAM PARKWAY - Building 06,935 WARING AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/11/25,09:00 AM,03/11/25 03:33 PM,1,60,122
PELHAM PARKWAY - Building 07,981 WARING AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/11/25,09:00 AM,03/11/25 03:23 PM,1,60,112
PELHAM PARKWAY - Building 04,930 MACE AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/10/25,09:00 AM,03/10/25 05:23 PM,1,60,114
PELHAM PARKWAY - Building 05,925 WARING AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/10/25,09:00 AM,03/10/25 02:59 PM,1,60,113
PELHAM PARKWAY - Building 02,928 MACE AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/06/25,01:00 PM,03/06/25 08:41 PM,1,60,114
PELHAM PARKWAY - Building 03,2460 BRONXWOOD AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/06/25,01:15 PM,03/06/25 06:56 PM,1,48,57
PELHAM PARKWAY - Building 01,910 MACE AVENUE,"BRONX, NY 10469",Hot Water,Planned,03/06/25,01:00 PM,03/06/25 06:55 PM,1,60,116
PELHAM PARKWAY,Sectional,,Hot Water,Unplanned,01/18/25,07:01 AM,01/18/25 07:50 PM,,,
PELHAM PARKWAY,Sectional,,Heat,Unplanned,01/18/25,07:01 AM,01/18/25 07:41 PM,,,
PELHAM PARKWAY - Entire Development,910 MACE AVENUE,"BRONX, NY 10469",Heat,Unplanned,01/17/25,11:30 PM,01/18/25 04:57 AM,23,"1,266","2,249"
PELHAM PARKWAY - Building 11,2385 WILLIAMSBRIDGE ROAD,"BRONX, NY 10469",Hot Water,Unplanned,01/11/25,03:15 PM,01/12/25 02:58 PM,1,48,65
PINK - Entire Development,2628 LINDEN BOULEVARD,"BROOKLYN, NY 11208",Hot Water,Planned,10/22/24,09:30 AM,10/22/24 04:11 PM,24,"1,500","3,130"
PINK - Building 09,1257 LORING AVENUE,"BROOKLYN, NY 11208",Hot Water,Unplanned,10/08/24,07:18 PM,10/09/24 10:29 AM,1,75,147
PINK - Entire Development,2628 LINDEN BOULEVARD,"BROOKLYN, NY 11208",Hot Water,Planned,10/07/24,09:35 AM,10/07/24 05:25 PM,24,"1,500","3,130"
PINK - Building 02,2630 LINDEN BOULEVARD,"BROOKLYN, NY 11208",Hot Water,Unplanned,05/27/25,05:59 PM,05/28/25 02:04 AM,1,60,139
PINK,Sectional,,Hot Water,Planned,04/14/25,10:00 AM,04/14/25 01:37 PM,,,
PINK,Sectional,,Hot Water,Planned,03/17/25,10:26 AM,03/17/25 07:25 PM,,,
POLO GROUNDS TOWERS - Building 01,2931 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Hot Water,Unplanned,12/27/24,01:30 PM,12/27/24 07:39 PM,1,418,840
POLO GROUNDS TOWERS - Building 04,2991 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Hot Water,Planned,11/04/24,09:30 AM,11/04/24 05:19 PM,1,360,928
POLO GROUNDS TOWERS - Building 01,2931 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Hot Water,Unplanned,03/25/25,03:00 PM,03/25/25 06:32 PM,1,418,840
POLO GROUNDS TOWERS - Building 04,2991 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Heat,Unplanned,03/12/25,08:30 PM,03/13/25 03:47 AM,1,360,928
POLO GROUNDS TOWERS - Building 01,2931 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Hot Water,Planned,03/05/25,08:30 AM,03/05/25 02:03 PM,1,418,840
POLO GROUNDS TOWERS - Building 04,2991 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Hot Water,Planned,03/05/25,08:50 AM,03/05/25 02:02 PM,1,360,928
POLO GROUNDS TOWERS - Building 02,2971 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Hot Water,Unplanned,02/15/25,12:30 PM,02/16/25 02:44 PM,1,418,800
POLO GROUNDS TOWERS - Entire Development,2975 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Hot Water,Unplanned,02/07/25,08:00 AM,02/07/25 07:47 PM,8,"1,614","3,394"
POLO GROUNDS TOWERS - Entire Development,2975 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Heat,Unplanned,02/07/25,08:00 AM,02/07/25 07:46 PM,8,"1,614","3,394"
POLO GROUNDS TOWERS,Sectional,,Heat,Planned,01/31/25,10:00 AM,01/31/25 06:51 PM,,,
POLO GROUNDS TOWERS - Entire Development,2975 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Hot Water,Unplanned,01/21/25,05:20 PM,01/22/25 05:03 AM,8,"1,614","3,394"
POLO GROUNDS TOWERS - Entire Development,2975 F DOUGLASS BOULEVARD,"NEW YORK, NY 10039",Heat,Unplanned,01/21/25,05:20 PM,01/22/25 05:03 AM,8,"1,614","3,394"
POMONOK - Building 21,155-11 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Unplanned,12/23/24,08:00 AM,12/23/24 11:36 PM,1,55,100
POMONOK - Building 21,155-11 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Unplanned,12/22/24,06:30 PM,12/22/24 10:03 PM,1,55,100
POMONOK - Building 30,70-25 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Unplanned,12/05/24,10:00 AM,12/05/24 09:31 PM,1,84,139
POMONOK - Building 26,155-26 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Unplanned,11/13/24,11:30 AM,11/13/24 06:04 PM,1,56,91
POMONOK - Building 06,65-42 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Unplanned,11/07/24,02:30 PM,11/07/24 09:56 PM,1,30,74
POMONOK - Building 11,67-41 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Unplanned,10/22/24,11:00 AM,10/22/24 06:03 PM,1,57,104
POMONOK - Building 15,67-12 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Unplanned,05/20/25,10:47 AM,05/20/25 06:32 PM,1,52,91
POMONOK - Entire Development,65-10 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Unplanned,05/17/25,12:00 PM,05/17/25 07:20 PM,35,"2,071","3,853"
POMONOK - Building 30,70-25 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,05/08/25,09:00 AM,05/08/25 07:50 PM,1,84,139
POMONOK - Building 32,155-11 71ST AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,05/08/25,09:00 AM,05/08/25 05:59 PM,1,56,104
POMONOK - Building 34,156-15 71ST AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,05/08/25,09:00 AM,05/08/25 05:21 PM,1,58,109
POMONOK - Building 33,156-03 71ST AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,05/08/25,09:00 AM,05/08/25 05:20 PM,1,56,112
POMONOK - Building 29,70-05 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,05/08/25,09:00 AM,05/08/25 05:18 PM,1,66,149
POMONOK - Building 31,155-01 71ST AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,05/08/25,09:00 AM,05/08/25 04:44 PM,1,56,107
POMONOK - Building 13,67-29 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Unplanned,05/07/25,10:23 AM,05/07/25 09:37 PM,1,86,153
POMONOK - Building 22,155-01 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Unplanned,05/02/25,11:00 AM,05/02/25 09:12 PM,1,33,72
POMONOK - Building 28,155-10 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,05/01/25,09:00 AM,05/01/25 04:56 PM,1,42,89
POMONOK - Building 06,65-42 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Unplanned,04/25/25,12:45 PM,04/25/25 10:35 PM,1,30,74
POMONOK - Entire Development,65-10 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Unplanned,04/24/25,08:00 PM,04/24/25 11:19 PM,35,"2,071","3,853"
POMONOK - Building 26,155-26 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,04/17/25,09:00 AM,04/17/25 04:52 PM,1,56,91
POMONOK - Building 24,69-21 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,04/17/25,09:30 AM,04/17/25 04:51 PM,1,42,91
POMONOK - Building 27,155-22 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,04/17/25,10:00 AM,04/17/25 04:41 PM,1,56,109
POMONOK - Building 25,70-02 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,04/17/25,09:00 AM,04/17/25 04:40 PM,1,84,129
POMONOK - Building 23,69-03 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,04/10/25,09:00 AM,04/10/25 05:46 PM,1,51,94
POMONOK - Building 22,155-01 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,04/10/25,09:00 AM,04/10/25 05:29 PM,1,33,72
POMONOK - Building 20,155-19 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,04/10/25,09:00 AM,04/10/25 05:28 PM,1,84,132
POMONOK - Building 21,155-11 JEWEL AVENUE,"FLUSHING, NY 11367",Hot Water,Planned,04/10/25,09:00 AM,04/10/25 05:28 PM,1,55,100
POMONOK - Building 18,67-34 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,04/03/25,09:00 AM,04/03/25 06:47 PM,1,42,84
POMONOK - Building 17,67-28 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,04/03/25,09:00 AM,04/03/25 06:47 PM,1,24,53
POMONOK - Building 13,67-29 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,04/03/25,09:00 AM,04/03/25 06:46 PM,1,86,153
POMONOK - Building 16,67-02 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,04/03/25,09:00 AM,04/03/25 05:12 PM,1,84,138
POMONOK - Entire Development,65-10 PARSONS BOULEVARD,"FLUSHING, NY 11365",Heat,Unplanned,04/02/25,06:45 AM,04/02/25 03:56 PM,35,"2,071","3,853"
POMONOK - Entire Development,65-10 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Unplanned,04/02/25,06:45 AM,04/02/25 03:54 PM,35,"2,071","3,853"
POMONOK - Building 14,67-16 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,03/25/25,09:00 AM,03/25/25 07:06 PM,1,84,136
POMONOK - Building 10,67-45 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,03/25/25,09:00 AM,03/25/25 05:54 PM,1,59,105
POMONOK - Building 12,67-37 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,03/25/25,09:00 AM,03/25/25 04:38 PM,1,57,108
POMONOK - Building 11,67-41 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,03/25/25,09:00 AM,03/25/25 04:32 PM,1,57,104
POMONOK - Building 09,67-01 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,03/13/25,09:00 AM,03/13/25 07:29 PM,1,33,82
POMONOK - Building 08,67-11 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,03/13/25,09:00 AM,03/13/25 05:14 PM,1,66,153
POMONOK - Building 07,65-26 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,03/13/25,09:00 AM,03/13/25 05:14 PM,1,84,164
POMONOK - Building 10,67-45 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Planned,03/13/25,09:00 AM,03/13/25 05:00 PM,1,59,105
POMONOK - Building 05,65-32 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,03/13/25,09:00 AM,03/13/25 04:59 PM,1,39,79
POMONOK - Building 06,65-42 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,03/13/25,09:00 AM,03/13/25 04:37 PM,1,30,74
POMONOK - Building 04,65-52 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,03/06/25,09:00 AM,03/06/25 06:50 PM,1,60,126
POMONOK - Building 03,65-20 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,03/06/25,09:00 AM,03/06/25 06:49 PM,1,84,143
POMONOK - Building 02,65-16 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,03/06/25,09:00 AM,03/06/25 06:48 PM,1,56,116
POMONOK - Building 01,65-10 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Planned,03/06/25,09:00 AM,03/06/25 06:47 PM,1,84,119
POMONOK - Building 07,65-26 PARSONS BOULEVARD,"FLUSHING, NY 11365",Hot Water,Unplanned,02/26/25,03:00 PM,02/26/25 10:05 PM,1,84,164
POMONOK - Building 12,67-37 KISSENA BOULEVARD,"FLUSHING, NY 11367",Hot Water,Unplanned,01/28/25,10:38 AM,01/28/25 08:04 PM,1,57,108
QUEENSBRIDGE NORTH - Entire Development,40-01 12TH STREET,"LONG ISLAND CITY, NY 11101",Heat,Unplanned,12/28/24,02:14 PM,12/28/24 09:47 PM,14,"1,543","2,735"
QUEENSBRIDGE NORTH - Entire Development,40-01 12TH STREET,"LONG ISLAND CITY, NY 11101",Hot Water,Unplanned,12/28/24,02:14 PM,12/28/24 09:42 PM,14,"1,543","2,735"
QUEENSBRIDGE NORTH - Building 19,40-01 VERNON BOULEVARD,"LONG ISLAND CITY, NY 11101",Hot Water,Unplanned,11/08/24,03:00 PM,11/08/24 08:29 PM,1,180,300
QUEENSBRIDGE NORTH - Building 19,40-01 VERNON BOULEVARD,"LONG ISLAND CITY, NY 11101",Hot Water,Unplanned,10/10/24,05:23 PM,10/10/24 09:45 PM,1,180,300
QUEENSBRIDGE NORTH - Building 04,40-14 12TH STREET,"LONG ISLAND CITY, NY 11101",Hot Water,Planned,05/16/25,02:45 PM,05/16/25 03:05 PM,1,90,167
QUEENSBRIDGE NORTH - Building 03,40-09 12TH STREET,"LONG ISLAND CITY, NY 11101",Hot Water,Planned,05/16/25,09:22 AM,05/16/25 03:03 PM,1,180,279
QUEENSBRIDGE NORTH - Building 03,40-09 12TH STREET,"LONG ISLAND CITY, NY 11101",Hot Water,Unplanned,03/20/25,11:26 AM,03/20/25 10:55 PM,1,180,279
QUEENSBRIDGE NORTH,Sectional,,Hot Water,Unplanned,02/17/25,01:06 PM,02/17/25 08:05 PM,,,
QUEENSBRIDGE NORTH,Sectional,,Heat,Unplanned,02/17/25,01:06 PM,02/17/25 07:53 PM,,,
QUEENSBRIDGE NORTH,Sectional,,Hot Water,Unplanned,01/30/25,05:07 AM,01/30/25 12:53 PM,,,
QUEENSBRIDGE NORTH,Sectional,,Heat,Unplanned,01/30/25,05:07 AM,01/30/25 12:42 PM,,,
QUEENSBRIDGE SOUTH,Sectional,,Heat,Unplanned,12/22/24,12:15 PM,12/22/24 06:30 PM,,,
QUEENSBRIDGE SOUTH,Sectional,,Hot Water,Unplanned,12/22/24,11:56 AM,12/22/24 06:20 PM,,,
QUEENSBRIDGE SOUTH - Building 16,41-08 10TH STREET,"LONG ISLAND CITY, NY 11101",Hot Water,Unplanned,12/07/24,08:00 AM,12/07/24 09:46 PM,1,180,276
QUEENSBRIDGE SOUTH - Building 25,41-10 VERNON BOULEVARD,"LONG ISLAND CITY, NY 11101",Hot Water,Planned,05/16/25,09:00 AM,05/16/25 02:37 PM,1,180,294
QUEENSBRIDGE SOUTH,Sectional,,Hot Water,Unplanned,05/14/25,11:00 AM,05/14/25 02:35 PM,,,
QUEENSBRIDGE SOUTH - Building 05,41-01 12TH STREET,"LONG ISLAND CITY, NY 11101",Hot Water,Unplanned,02/04/25,04:44 PM,02/04/25 08:28 PM,1,168,302
QUEENSBRIDGE SOUTH - Building 17,41-13 10TH STREET,"LONG ISLAND CITY, NY 11101",Hot Water,Unplanned,02/02/25,08:20 PM,02/03/25 02:41 PM,1,90,179
QUEENSBRIDGE SOUTH - Building 05,41-01 12TH STREET,"LONG ISLAND CITY, NY 11101",Hot Water,Unplanned,02/02/25,03:25 PM,02/02/25 09:23 PM,1,168,302
RANDALL AVENUE-BALCOM AVENUE - Building 35,650 BUTTRICK AVENUE,"BRONX, NY 10465",Hot Water,Planned,05/09/25,09:00 AM,05/09/25 04:11 PM,1,80,70
RANDALL AVENUE-BALCOM AVENUE - Building 36,2705 SCHLEY AVENUE,"BRONX, NY 10465",Hot Water,Planned,05/09/25,09:00 AM,05/09/25 04:08 PM,1,92,91
RANDALL AVENUE-BALCOM AVENUE - Building 34,2700 RANDALL AVENUE,"BRONX, NY 10465",Hot Water,Planned,05/09/25,09:00 AM,05/09/25 03:29 PM,1,80,78
RANDALL AVENUE-BALCOM AVENUE - Building 35,650 BUTTRICK AVENUE,"BRONX, NY 10465",Heat,Planned,02/12/25,09:00 AM,02/12/25 09:03 PM,1,80,70
RANDALL AVENUE-BALCOM AVENUE - Entire Development,2705 SCHLEY AVENUE,"BRONX, NY 10465",Heat,Unplanned,01/21/25,03:53 PM,01/21/25 10:40 PM,4,252,239
RANDALL AVENUE-BALCOM AVENUE - Entire Development,2705 SCHLEY AVENUE,"BRONX, NY 10465",Hot Water,Unplanned,01/21/25,03:53 PM,01/21/25 10:26 PM,4,252,239
RANGEL - Entire Development,159-14 HARLEM RIVER DRIVE,"NEW YORK, NY 10039",Heat,Unplanned,12/22/24,10:05 AM,12/22/24 06:54 PM,8,984,"1,856"
RANGEL - Building 01,159-14 HARLEM RIVER DRIVE,"NEW YORK, NY 10039",Hot Water,Unplanned,03/18/25,06:32 PM,03/19/25 05:18 AM,1,104,183
RANGEL - Building 04,159-38 HARLEM RIVER DRIVE,"NEW YORK, NY 10039",Hot Water,Unplanned,02/12/25,04:19 PM,02/12/25 08:56 PM,1,112,213
RANGEL - Building 08,159-30 HARLEM RIVER DRIVE,"NEW YORK, NY 10039",Hot Water,Unplanned,01/18/25,06:06 PM,01/19/25 04:13 PM,1,208,395
RAVENSWOOD - Entire Development,34-03 21ST STREET,"ASTORIA, NY 11106",Heat,Unplanned,12/23/24,06:21 AM,12/23/24 10:03 PM,31,"2,166","3,896"
RAVENSWOOD - Building 27,12-21 35TH AVENUE,"ASTORIA, NY 11106",Hot Water,Unplanned,12/22/24,04:48 PM,12/23/24 06:00 AM,1,96,168
RAVENSWOOD - Entire Development,34-03 21ST STREET,"ASTORIA, NY 11106",Hot Water,Unplanned,12/23/24,06:21 AM,12/23/24 03:25 PM,31,"2,166","3,896"
RAVENSWOOD - Entire Development,34-03 21ST STREET,"ASTORIA, NY 11106",Hot Water,Unplanned,12/18/24,05:38 AM,12/18/24 03:18 PM,31,"2,166","3,896"
RAVENSWOOD - Entire Development,34-03 21ST STREET,"ASTORIA, NY 11106",Heat,Unplanned,12/18/24,05:37 AM,12/18/24 02:34 PM,31,"2,166","3,896"
RAVENSWOOD - Building 24,12-50 35TH AVENUE,"ASTORIA, NY 11106",Hot Water,Planned,11/08/24,09:00 AM,11/08/24 03:42 PM,1,96,189
RAVENSWOOD - Building 24,12-50 35TH AVENUE,"ASTORIA, NY 11106",Hot Water,Planned,11/04/24,09:39 AM,11/04/24 03:32 PM,1,96,189
RAVENSWOOD - Building 23,12-22 35TH AVENUE,"ASTORIA, NY 11106",Hot Water,Planned,11/01/24,09:30 AM,11/01/24 03:19 PM,1,48,78
RAVENSWOOD - Building 23,12-22 35TH AVENUE,"ASTORIA, NY 11106",Hot Water,Planned,10/29/24,09:54 AM,10/29/24 04:09 PM,1,48,78
RAVENSWOOD - Building 17,35-51 21ST STREET,"ASTORIA, NY 11106",Hot Water,Planned,10/22/24,09:00 AM,10/22/24 05:22 PM,1,48,97
RAVENSWOOD - Building 18,35-50 21ST STREET,"ASTORIA, NY 11106",Hot Water,Unplanned,05/16/25,04:22 PM,05/17/25 06:29 AM,1,99,197
RAVENSWOOD - Building 18,35-50 21ST STREET,"ASTORIA, NY 11106",Hot Water,Unplanned,04/30/25,07:49 AM,04/30/25 04:33 PM,1,99,197
RAVENSWOOD - Entire Development,34-03 21ST STREET,"ASTORIA, NY 11106",Hot Water,Planned,04/29/25,09:00 AM,04/29/25 09:54 PM,31,"2,166","3,896"
RAVENSWOOD - Building 01,34-03 21ST STREET,"ASTORIA, NY 11106",Hot Water,Unplanned,02/22/25,08:14 AM,02/22/25 02:33 PM,1,96,178
RED HOOK EAST,Sectional,,Hot Water,Unplanned,12/19/24,02:00 PM,12/19/24 08:56 PM,,,
RED HOOK EAST,Sectional,,Heat,Unplanned,12/19/24,02:00 PM,12/19/24 08:37 PM,,,
RED HOOK EAST,Sectional,,Hot Water,Unplanned,05/28/25,03:04 PM,05/28/25 10:00 PM,,,
RED HOOK EAST,Sectional,,Hot Water,Unplanned,05/13/25,07:12 PM,05/14/25 03:32 AM,,,
RED HOOK EAST - Entire Development,604 CLINTON STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,05/13/25,08:00 AM,05/13/25 06:38 PM,19,"1,411","2,333"
RED HOOK EAST - Building 13,31 CENTRE MALL,"BROOKLYN, NY 11231",Hot Water,Unplanned,05/03/25,09:16 AM,05/03/25 02:59 PM,1,90,150
RED HOOK EAST,Sectional,,Hot Water,Unplanned,04/15/25,08:00 AM,04/15/25 04:49 PM,,,
RED HOOK EAST,Sectional,,Hot Water,Unplanned,04/14/25,04:07 PM,04/14/25 09:04 PM,,,
RED HOOK EAST - Building 02,93 CENTRE MALL,"BROOKLYN, NY 11231",Hot Water,Unplanned,03/25/25,10:00 AM,03/25/25 07:28 PM,1,96,157
RED HOOK EAST - Building 02,93 CENTRE MALL,"BROOKLYN, NY 11231",Hot Water,Unplanned,02/07/25,01:00 PM,02/07/25 07:06 PM,1,96,157
RED HOOK EAST - Building 02,93 CENTRE MALL,"BROOKLYN, NY 11231",Hot Water,Unplanned,02/03/25,01:00 PM,02/03/25 11:36 PM,1,96,157
RED HOOK EAST - Building 13,31 CENTRE MALL,"BROOKLYN, NY 11231",Hot Water,Unplanned,02/01/25,12:00 PM,02/01/25 07:21 PM,1,90,150
RED HOOK EAST - Building 06,791 HICKS STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,01/30/25,12:00 PM,01/30/25 07:54 PM,1,91,152
RED HOOK WEST - Building 01,80 DWIGHT STREET,"BROOKLYN, NY 11231",Heat,Unplanned,12/05/24,03:30 PM,12/05/24 08:53 PM,1,298,588
RED HOOK WEST - Building 22,466 COLUMBIA STREET,"BROOKLYN, NY 11231",Heat,Unplanned,12/04/24,04:00 PM,12/04/24 08:53 PM,1,96,141
RED HOOK WEST - Entire Development,80 DWIGHT STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,11/24/24,01:04 PM,11/24/24 08:10 PM,15,"1,480","2,634"
RED HOOK WEST - Building 16,65 BUSH STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,11/24/24,01:28 PM,11/24/24 08:07 PM,1,114,212
RED HOOK WEST - Entire Development,80 DWIGHT STREET,"BROOKLYN, NY 11231",Heat,Unplanned,11/23/24,10:00 PM,11/24/24 04:56 AM,15,"1,480","2,634"
RED HOOK WEST - Entire Development,80 DWIGHT STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,11/23/24,10:00 PM,11/24/24 04:44 AM,15,"1,480","2,634"
RED HOOK WEST - Building 16,65 BUSH STREET,"BROOKLYN, NY 11231",Heat,Unplanned,11/12/24,10:00 AM,11/12/24 09:49 PM,1,114,212
RED HOOK WEST - Building 18,70 BUSH STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,11/04/24,03:00 PM,11/04/24 09:11 PM,1,114,199
RED HOOK WEST - Building 02,147 RICHARDS STREET,"BROOKLYN, NY 11231",Hot Water,Planned,10/29/24,10:00 AM,10/29/24 04:13 PM,1,24,64
RED HOOK WEST,Sectional,,Hot Water,Unplanned,10/22/24,04:00 PM,10/22/24 09:28 PM,,,
RED HOOK WEST,Sectional,,Hot Water,Unplanned,05/21/25,04:57 PM,05/21/25 10:42 PM,,,
RED HOOK WEST,Sectional,,Hot Water,Unplanned,05/13/25,03:00 PM,05/13/25 10:09 PM,,,
RED HOOK WEST,Sectional,,Hot Water,Unplanned,05/04/25,08:02 AM,05/04/25 07:40 PM,,,
RED HOOK WEST - Building 01,80 DWIGHT STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,05/02/25,09:00 AM,05/02/25 06:55 PM,1,298,588
RED HOOK WEST - Building 16,65 BUSH STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,03/02/25,09:24 AM,03/02/25 08:06 PM,1,114,212
RED HOOK WEST - Building 01,80 DWIGHT STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,02/26/25,08:07 AM,02/26/25 01:25 PM,1,298,588
RED HOOK WEST,Sectional,,Hot Water,Unplanned,02/01/25,10:00 AM,02/01/25 09:00 PM,,,
RED HOOK WEST,Sectional,,Heat,Unplanned,02/01/25,10:00 AM,02/01/25 07:58 PM,,,
RED HOOK WEST,Sectional,,Heat,Unplanned,01/26/25,02:22 PM,01/27/25 12:23 AM,,,
RED HOOK WEST - Building 19,35 DWIGHT STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,01/27/25,01:00 PM,01/27/25 10:37 PM,1,162,328
RED HOOK WEST,Sectional,,Hot Water,Unplanned,01/26/25,02:22 PM,01/27/25 01:51 AM,,,
RED HOOK WEST - Building 18,70 BUSH STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,01/20/25,04:16 PM,01/21/25 04:36 PM,1,114,199
RED HOOK WEST - Entire Development,80 DWIGHT STREET,"BROOKLYN, NY 11231",Heat,Unplanned,01/12/25,12:00 PM,01/12/25 06:04 PM,15,"1,480","2,634"
RED HOOK WEST - Entire Development,80 DWIGHT STREET,"BROOKLYN, NY 11231",Hot Water,Unplanned,01/12/25,12:00 PM,01/12/25 06:02 PM,15,"1,480","2,634"
